Site,Treatment,Date,Time_point,Species,Individual_nos,Width_1,Width_2,Height,Number_leaves,Repro_notes,Leaf_nos,Leaf_weight_wet_g ,Leaf_area_cm_2,Method_leaf_app,Spec_number,Spec_date,Spec_filename,Wet_chem_nos,Leaf_weight_dry_g,NOTES_1,NOTES_2,NOTES_3,NOTES_4,Demo_matched,
Wytham,NPK_DIST,29/04/2025,T2,HN,3,10,2,6,3,1 Non-elongated bud,L2,0.193,5.134,Image J,7,290425,HR.290425.0007.sig,3,0.0186,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK_DIST,29/04/2025,T2,HN,3,10,2,6,3,1 Non-elongated bud,L3,0.232,7.46,Image J,8,290425,HR.290425.0008.sig,3,0.0223,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,4,11,17,21,6,1 Elongated flower;8  florets,L1,0.352,16.075,Image J,9,290425,HR.290425.0009.sig,4,0.0388,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,4,11,17,21,6,1 Elongated flower;8  florets,L2,0.343,14.063,Image J,10,290425,HR.290425.0010.sig,4,0.0363,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,4,11,17,21,6,1 Elongated flower;8  florets,L3,0.211,8.429,Image J,11,290425,HR.290425.0011.sig,4,0.0216,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,5,10,6,3,3,1 Non-elongated bud,L1,0.281,9.082,Image J,12,290425,HR.290425.0012.sig,5,0.0256,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,5,10,6,3,3,1 Non-elongated bud,L2,0.31,8.841,Image J,13,290425,HR.290425.0013.sig,5,0.0307,Representative three leaves,Sunny warm day,Leaf is senesencing,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,5,10,6,3,3,1 Non-elongated bud,L3,0.194,4.683,Image J,14,290425,HR.290425.0014.sig,5,0.0178,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,6,13,18,26,6,1 Elongated flower;8  florets,L1,0.732,20.598,Image J,15,290425,HR.290425.0015.sig,6,0.0638,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,6,13,18,26,6,1 Elongated flower;8  florets,L2,0.492,14.733,Image J,16,290425,HR.290425.0016.sig,6,0.0469,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,CONT,29/04/2025,T2,HN,6,13,18,26,6,1 Elongated flower;8  florets,L3,0.561,16.448,Image J,17,290425,HR.290425.0017.sig,6,0.0519,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,7,11,9,19,4,1 Elongated flower;6  florets,L1,0.262,7.495,Image J,18,290425,HR.290425.0018.sig,7,0.0295,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,7,11,9,19,4,1 Elongated flower;6  florets,L2,0.275,8.289,Image J,19,290425,HR.290425.0019.sig,7,0.0296,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,7,11,9,19,4,1 Elongated flower;6  florets,L3,0.219,6.986,Image J,20,290425,HR.290425.0020.sig,7,0.0243,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,8,12,3,9,4,1 Elongated flower;4  florets,L1,0.214,7.013,Image J,21,290425,HR.290425.0021.sig,8,0.0208,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,8,12,3,9,4,1 Elongated flower;4  florets,L2,0.229,7.444,Image J,22,290425,HR.290425.0022.sig,8,0.0242,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,8,12,3,9,4,1 Elongated flower;4  florets,L3,0.219,6.684,Image J,23,290425,HR.290425.0023.sig,8,0.0218,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,9,16,12,10,5,None,L1,0.312,10.289,Image J,24,290425,HR.290425.0024.sig,9,0.038,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,9,16,12,10,5,None,L2,0.31,9.212,Image J,25,290425,HR.290425.0025.sig,9,0.0387,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,NPK,29/04/2025,T2,HN,9,16,12,10,5,None,L3,0.257,7.488,Image J,26,290425,HR.290425.0026.sig,9,0.0169,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,10,13,12,17,5,1 Elongated flower;5  florets,L1,0.352,11.706,Image J,28,290425,HR.290425.0028.sig,10,0.0387,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,10,13,12,17,5,1 Elongated flower;5  florets,L2,0.382,7.875,Image J,29,290425,HR.290425.0028.sig,10,0.0436,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,10,13,12,17,5,1 Elongated flower;5  florets,L3,0.34,9.611,Image J,30,290425,HR.290425.0029.sig,10,0.0394,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,11,16,17,19,8,1 Elongated flower;12  florets,L1,0.283,8.349,Image J,31,290425,HR.290425.0030.sig,11,0.0307,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,11,16,17,19,8,1 Elongated flower;12  florets,L2,0.285,8.763,Image J,32,290425,HR.290425.0031.sig,11,0.0301,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,11,16,17,19,8,1 Elongated flower;12  florets,L3,0.299,9.793,Image J,33,290425,HR.290425.0032.sig,11,0.0338,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,12,6,7,4,3,None,L1,0.283,4.385,Image J,34,290425,HR.290425.0033.sig,12,0.018,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,12,6,7,4,3,None,L2,0.285,5.498,Image J,35,290425,HR.290425.0034.sig,12,0.0206,Representative three leaves,Sunny warm day,,BLOCK_A,,
Wytham,DIST,29/04/2025,T2,HN,12,6,7,4,3,None,L3,0.299,1.898,Image J,37,290425,HR.290425.0035.sig,12,0.099,Representative three leaves,Sunny warm day,Leaf still a bit rolled (no unrolled  leaves available),BLOCK_A,,
Wytham,NPK_DIST,11/04/2025,T1,BS,1,13,20,28,NA,None,L1,0.097,7.22,Leaf scan,36,41125,HR.041125.0036.sig,separate wet chem demography collected,0.0284,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,NPK_DIST,11/04/2025,T1,BS,1,13,20,28,NA,None,L2,0.064,6.36,Leaf scan,37,41125,HR.041125.0037.sig,separate wet chem demography collected,0.0238,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,NPK_DIST,11/04/2025,T1,BS,1,13,20,28,NA,None,L3,0.044,2.96,Leaf scan,38,41125,HR.041125.0038.sig,separate wet chem demography collected,0.0074,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,NPK_DIST,11/04/2025,T1,BS,2,8,15,7,NA,None,L1,0.042,5.48,Leaf scan,39,41125,HR.041125.0039.sig,separate wet chem demography collected,0.0158,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,NPK_DIST,11/04/2025,T1,BS,2,8,15,7,NA,None,L2,0.015,2.67,Leaf scan,40,41125,HR.041125.0040.sig,separate wet chem demography collected,0.0068,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,NPK_DIST,11/04/2025,T1,BS,2,8,15,7,NA,None,L3,0.022,2.08,Leaf scan,41,41125,HR.041125.0041.sig,separate wet chem demography collected,0.0125,Representative three leaves,only 2 individuals in NPK_DIST,,,,
Wytham,CONT,11/04/2025,T1,BS,3,25,15,7,NA,None,L1,0.021,3.33,Leaf scan,45,41125,HR.041125.0045.sig,separate wet chem demography collected,0.0089,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,3,25,15,7,NA,None,L2,0.027,2.13,Leaf scan,46,41125,HR.041125.0046.sig,separate wet chem demography collected,0.0076,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,3,25,15,7,NA,None,L3,0.022,2.08,Leaf scan,47,41125,HR.041125.0047.sig,separate wet chem demography collected,0.0219,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,4,20,12,12,NA,None,L1,0.021,3.33,Leaf scan,48,41125,HR.041125.0048.sig,separate wet chem demography collected,0.0133,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,4,20,12,12,NA,None,L2,0.027,2.13,Leaf scan,49,41125,HR.041125.0049.sig,separate wet chem demography collected,0.0114,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,4,20,12,12,NA,None,L3,0.066,5.42,Leaf scan,50,41125,HR.041125.0050.sig,separate wet chem demography collected,0.0095,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,6,16,12,9,NA,None,L1,0.038,3.18,Leaf scan,51,41125,HR.041125.0051.sig,separate wet chem demography collected,0.0121,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,6,16,12,9,NA,None,L2,0.035,2.7,Leaf scan,52,41125,HR.041125.0052.sig,separate wet chem demography collected,0.0111,Representative three leaves,,,,,
Wytham,CONT,11/04/2025,T1,BS,6,16,12,9,NA,None,L3,0.019,2.18,Leaf scan,53,41125,HR.041125.0053.sig,separate wet chem demography collected,0.007,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,7,24,24,10,NA,None,L1,0.07,6.11,Leaf scan,55,41125,HR.041125.0055.sig,separate wet chem demography collected,0.0267,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,7,24,24,10,NA,None,L2,0.085,6.85,Leaf scan,56,41125,HR.041125.0056.sig,separate wet chem demography collected,0.031,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,7,24,24,10,NA,None,L3,0.054,4.83,Leaf scan,57,41125,HR.041125.0057.sig,separate wet chem demography collected,0.0189,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,8,21,10,12,NA,None,L1,0.096,5.91,Leaf scan,59,41125,HR.041125.0059.sig,separate wet chem demography collected,0.0301,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,8,21,10,12,NA,None,L2,0.068,6.28,Leaf scan,60,41125,HR.041125.0060.sig,separate wet chem demography collected,0.0273,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,8,21,10,12,NA,None,L3,0.028,3.03,Leaf scan,61,41125,HR.041125.0061.sig,separate wet chem demography collected,0.0122,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,9,19,15,8,NA,None,L1,0.023,2.72,Leaf scan,62,41125,HR.041125.0062.sig,separate wet chem demography collected,0.0089,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,9,19,15,8,NA,None,L2,0.061,4.06,Leaf scan,63,41125,HR.041125.0063.sig,separate wet chem demography collected,0.0196,Representative three leaves,,,,,
Wytham,NPK,11/04/2025,T1,BS,9,19,15,8,NA,None,L3,0.051,5.42,Leaf scan,64,41125,HR.041125.0064.sig,separate wet chem demography collected,0.0195,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,10,18,14,8,NA,None,L1,0.032,3.19,Leaf scan,65,41125,HR.041125.0065.sig,separate wet chem demography collected,0.0124,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,10,18,14,8,NA,None,L2,0.034,3.58,Leaf scan,66,41125,HR.041125.0066.sig,separate wet chem demography collected,0.0141,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,10,18,14,8,NA,None,L3,0.016,2.26,Leaf scan,67,41125,HR.041125.0067.sig,separate wet chem demography collected,0.0075,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,11,11,10,5,NA,None,L1,0.026,3.06,Leaf scan,68,41125,HR.041125.0068.sig,separate wet chem demography collected,0.0107,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,11,11,10,5,NA,None,L2,0.024,2.69,Leaf scan,69,41125,HR.041125.0069.sig,separate wet chem demography collected,0.0093,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,11,11,10,5,NA,None,L3,0.022,2.98,Leaf scan,70,41125,HR.041125.0070.sig,separate wet chem demography collected,0.0091,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,12,8,9,5,NA,None,L1,0.056,4.51,Leaf scan,71,41125,HR.041125.0071.sig,separate wet chem demography collected,0.0206,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,12,8,9,5,NA,None,L2,0.027,3.37,Leaf scan,72,41125,HR.041125.0072.sig,separate wet chem demography collected,0.0113,Representative three leaves,,,,,
Wytham,DIST,11/04/2025,T1,BS,12,8,9,5,NA,None,L3,0.0.23,3.6,Leaf scan,73,41125,HR.041125.0073.sig,separate wet chem demography collected,0.0097,Representative three leaves,,,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,1,19,17,13,NA,None,L1,0.027,8.307,Image J,115,42925,HR.042925.00115.sig,37,0.0179,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,1,19,17,13,NA,None,L2,0.038,6.737,Image J,116,42925,HR.042925.00116.sig,37,0.0163,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,1,19,17,13,NA,None,L3,0.03,5.759,Image J,117,42925,HR.042925.00117.sig,37,0.0134,Representative three leaves,,Block_B,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,2,8,7,7,NA,None,L1,0.036,4.635,Image J,119,42925,HR.042925.00119.sig,38,0.0171,Representative three leaves,,Block_E,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,2,8,7,7,NA,None,L2,0.028,3.899,Image J,120,42925,HR.042925.00120.sig,38,0.0132,Representative three leaves,,Block_E,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,2,8,7,7,NA,None,L3,0.031,3.901,Image J,121,42925,HR.042925.00121.sig,38,0.012,Representative three leaves,,Block_E,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,3,15,12,13,NA,None,L1,0.031,4.228,Image J,122,42925,HR.042925.00122.sig,39,0.0112,Representative three leaves,,Block_E,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,3,15,12,13,NA,None,L2,0.02,3.725,Image J,123,42925,HR.042925.00123.sig,39,0.0086,Representative three leaves,,Block_E,,,
Wytham,NPK_DIST,29/04/2025,T2,BS,3,15,12,13,NA,None,L3,0.049,5.242,Image J,124,42925,HR.042925.00124.sig,39,0.0141,Representative three leaves,,Block_E,,,
Wytham,CONT,29/04/2025,T2,BS,4,13,19,13,NA,None,L1,0.066,7.967,Image J,125,42925,HR.042925.00125.sig,40,0.0225,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,4,13,19,13,NA,None,L2,0.055,6.411,Image J,126,42925,HR.042925.00126.sig,40,0.0191,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,4,13,19,13,NA,None,L3,0.046,7.268,Image J,127,42925,HR.042925.00127.sig,40,0.0195,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,5,26,17,17,NA,None,L1,0.079,5.338,Image J,128,42925,HR.042925.00128.sig,41,0.0258,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,5,26,17,17,NA,None,L2,0.137,8.169,Image J,129,42925,HR.042925.00129.sig,41,0.0409,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,5,26,17,17,NA,None,L3,0.081,9.025,Image J,130,42925,HR.042925.00130.sig,41,0.029,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,6,32,27,19,NA,None,L1,0.057,5.99,Image J,131,42925,HR.042925.00131.sig,42,0.0207,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,6,32,27,19,NA,None,L2,0.054,8.81,Image J,132,42925,HR.042925.00132.sig,42,0.0195,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,6,32,27,19,NA,None,L3,0.039,6.514,Image J,133,42925,HR.042925.00133.sig,42,0.0145,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,7,28,28,13,NA,None,L1,0.051,6.513,Image J,134,42925,HR.042925.00134.sig,43,0.0194,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,7,28,28,13,NA,None,L2,0.069,10.405,Image J,135,42925,HR.042925.00135.sig,43,0.0236,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,7,28,28,13,NA,None,L3,0.061,7.123,Image J,136,42925,HR.042925.00136.sig,43,0.0223,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,8,26,20,16,NA,None,L1,0.151,14.078,Image J,137,42925,HR.042925.00137.sig,44,0.0394,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,8,26,20,16,NA,None,L2,0.103,11.318,Image J,138,42925,HR.042925.00138.sig,44,0.0284,Representative three leaves,,Block_A,,,
Wytham,CONT,29/04/2025,T2,BS,8,26,20,16,NA,None,L3,0.071,9.164,Image J,139,42925,HR.042925.00139.sig,44,0.0241,Representative three leaves,,Block_A,,,
Wytham,NPK,29/04/2025,T2,BS,9,13,16,10,NA,None,L1,0.048,5.029,Image J,140,42925,HR.042925.00140.sig,45,0.0175,Representative three leaves,,Block_A,,,
Wytham,NPK,29/04/2025,T2,BS,9,13,16,10,NA,None,L2,0.039,4.01,Image J,141,42925,HR.042925.00141.sig,45,0.0145,Representative three leaves,,Block_A,,,
Wytham,NPK,29/04/2025,T2,BS,9,13,16,10,NA,None,L3,0.034,5.282,Image J,142,42925,HR.042925.00142.sig,45,0.0145,Representative three leaves,,Block_A,,,
Wytham,NPK,29/04/2025,T2,BS,10,32,30,8,NA,None,L1,0.051,7.002,Image J,143,42925,HR.042925.00143.sig,46,0.0192,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,10,32,30,8,NA,None,L2,0.068,6.892,Image J,144,42925,HR.042925.00144.sig,46,0.0254,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,10,32,30,8,NA,None,L3,0.063,9.12,Image J,145,42925,HR.042925.00145.sig,46,0.0242,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,11,23,23,10,NA,None,L1,0.064,9.871,Image J,146,42925,HR.042925.00146.sig,47,0.0256,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,11,23,23,10,NA,None,L2,0.101,11.783,Image J,147,42925,HR.042925.00147.sig,47,0.0395,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,11,23,23,10,NA,None,L3,0.076,9.477,Image J,148,42925,HR.042925.00148.sig,47,0.0297,Representative three leaves,,Block_B,,,
Wytham,NPK,29/04/2025,T2,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,
Wytham,NPK,29/04/2025,T2,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,
Wytham,NPK,29/04/2025,T2,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,1,33,32,25,NA,Non-elongated  Buds,L1,0.088,9.388,Image J,0,52925,HR.052925.0000.sig,1,0.0317,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,1,33,32,25,NA,Non-elongated  Buds,L2,0.079,4.436,Image J,1,52925,HR.052925.0001.sig,1,0.0316,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,1,33,32,25,NA,Non-elongated  Buds,L3,0.099,10.545,Image J,2,52925,HR.052925.0002.sig,1,0.0369,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,2,22,21,22,NA,Non-elongated  Buds,L1,0.81,9.685,Image J,3,52925,HR.052925.0003.sig,2,0.0344,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,2,22,21,22,NA,Non-elongated  Buds,L2,0.076,8.701,Image J,4,52925,HR.052925.0004.sig,2,0.0303,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,2,22,21,22,NA,Non-elongated  Buds,L3,0.056,6.444,Image J,5,52925,HR.052925.0005.sig,2,0.0221,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,3,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,Image J,6,52925,HR.052925.0006.sig,3,no more individuals,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,3,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,Image J,7,52925,HR.052925.0007.sig,3,no more individuals,,,,,,
Wytham,NPK_DIST,29/05/2025,T3,BS,3,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,Image J,8,52925,HR.052925.0008.sig,3,no more individuals,,,,,,
Wytham,CONT,29/05/2025,T3,BS,4,26,21,20,NA,None,L1,0.068,8.896,Image J,9,52925,HR.052925.0009.sig,4,0.0256,,,,,,
Wytham,CONT,29/05/2025,T3,BS,4,26,21,20,NA,None,L2,0.053,6.829,Image J,10,52925,HR.052925.0010.sig,4,0.0193,,,,,,
Wytham,CONT,29/05/2025,T3,BS,4,26,21,20,NA,None,L3,0.056,7.34,Image J,11,52925,HR.052925.0011.sig,4,0.0211,,,,,,
Wytham,CONT,29/05/2025,T3,BS,5,29,31,23,NA,None,L1,0.077,9.561,Image J,12,52925,HR.052925.0012.sig,5,0.0338,,,,,,
Wytham,CONT,29/05/2025,T3,BS,5,29,31,23,NA,None,L2,0.073,10.299,Image J,13,52925,HR.052925.0013.sig,5,0.0357,,,,,,
Wytham,CONT,29/05/2025,T3,BS,5,29,31,23,NA,None,L3,0.081,10.892,Image J,14,52925,HR.052925.0014.sig,5,0.0315,,,,,,
Wytham,CONT,29/05/2025,T3,BS,6,32,27,35,NA,None,L1,0.153,12.914,Image J,15,52925,HR.052925.0015.sig,6,0.0628,,,,,,
Wytham,CONT,29/05/2025,T3,BS,6,32,27,35,NA,None,L2,0.095,17.816,Image J,16,52925,HR.052925.0016.sig,6,0.0372,,,,,,
Wytham,CONT,29/05/2025,T3,BS,6,32,27,35,NA,None,L3,0.113,13.014,Image J,17,52925,HR.052925.0017.sig,6,0.0471,,,,,,
Wytham,CONT,29/05/2025,T3,BS,7,32,29,27,NA,None,L1,0.043,5.6,Image J,18,52925,HR.052925.0018.sig,7,0.0166,,,,,,
Wytham,CONT,29/05/2025,T3,BS,7,32,29,27,NA,None,L2,0.048,4.683,Image J,19,52925,HR.052925.0019.sig,7,0.0183,,,,,,
Wytham,CONT,29/05/2025,T3,BS,7,32,29,27,NA,None,L3,0.059,8.077,Image J,20,52925,HR.052925.0020.sig,7,0.0269,,,,,,
Wytham,CONT,29/05/2025,T3,BS,8,21,22,23,NA,None,L1,0.096,11.564,Image J,21,52925,HR.052925.0021.sig,8,0.0407,,,,,,
Wytham,CONT,29/05/2025,T3,BS,8,21,22,23,NA,None,L2,0.076,9.399,Image J,22,52925,HR.052925.0022.sig,8,0.034,,,,,,
Wytham,CONT,29/05/2025,T3,BS,8,21,22,23,NA,None,L3,0.062,7.987,Image J,23,52925,HR.052925.0023.sig,8,0.0246,,,,,,
Wytham,NPK,29/05/2025,T3,BS,9,18,19,18,NA,None,L1,0.06,7.591,Image J,24,52925,HR.052925.0024.sig,9,0.0254,,,,,,
Wytham,NPK,29/05/2025,T3,BS,9,18,19,18,NA,None,L2,0.041,5.753,Image J,25,52925,HR.052925.0025.sig,9,0.0196,,,,,,
Wytham,NPK,29/05/2025,T3,BS,9,18,19,18,NA,None,L3,0.04,4.021,Image J,26,52925,HR.052925.0026.sig,9,0.0174,,,,,,
Wytham,NPK,29/05/2025,T3,BS,10,27,23,19,NA,Elongated Buds,L1,0.092,10.763,Image J,27,52925,HR.052925.0027.sig,10,0.0372,,,,,,
Wytham,NPK,29/05/2025,T3,BS,10,27,23,19,NA,Elongated Buds,L2,0.068,8.466,Image J,28,52925,HR.052925.0028.sig,10,0.0259,,,,,,
Wytham,NPK,29/05/2025,T3,BS,10,27,23,19,NA,Elongated Buds,L3,0.047,5.931,Image J,29,52925,HR.052925.0029.sig,10,0.0175,,,,,,
Wytham,NPK,29/05/2025,T3,BS,11,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK,29/05/2025,T3,BS,11,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK,29/05/2025,T3,BS,11,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK,29/05/2025,T3,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK,29/05/2025,T3,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK,29/05/2025,T3,BS,12,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,no more individuals,,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BS,1,14,13,26,NA,flowering (3 FHs),L1,0.02,1.77,Leaf_scan,1,62525,HR.062525.0001.sig,1,0.0203,Block_E,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BS,1,14,13,26,NA,flowering (3 FHs),L2,0.029,2.62,Leaf_scan,3,62525,HR.062525.0003.sig,1,0.0179,Block_E,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BS,1,14,13,26,NA,flowering (3 FHs),L3,0.045,3.27,Leaf_scan,5,62525,HR.062525.0005.sig,1,0.0262,Block_E,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BS,2,20,16,17,NA,flowering (3 FHs),L1,0.041,3.09,Leaf_scan,6,62525,HR.062525.0006.sig,2,0.0219,Block_E,,,,,
Wytham,NPK_DIST,25/06/2025,T4,BS,2,20,16,17,NA,flowering (3 FHs),L2,0.035,2.95,Leaf_scan,7,62525,HR.062525.0007.sig,2,0.0215,Block_E,,,,,
