Site,Treatment,Block,Plot_nos,Individual_nos,Species,Date,Time_point,Survival,SLA,LMA,LDMC,Height,Width_1,Width_2,,Leaves,Flower,RS,Seed,Notes_1,Notes_2,,Phenological stage,,R/N-R
Hazelrigg,NPK_DIST,3,NA,4,RR,19/05/2025,May,yes,17.93982301,0.05574191,281.0945274,20,19,12,,5,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,1,NA,1,RR,12/06/2025,June,yes,19.425,0.051480051,171.6738197,17,23,13,,24,1 x Flower; 2 x Bud,,2 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,1,NA,2,RR,12/06/2025,June,yes,16.97674419,0.05890411,172,7,18,12,,20,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,1,NA,3,RR,12/06/2025,June,yes,26.78787879,0.037330317,148.6486486,18,20,16,,20,1 x Flower,,3 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,2,NA,1,RR,12/06/2025,June,yes,46.32218845,0.021587927,99.09638554,15,20,21,,30,2 x Flower,,10 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,2,NA,2,RR,12/06/2025,June,yes,37.98866856,0.026323639,99.43661972,9,21,17,,15,1 x Flower,,5 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,2,NA,3,RR,12/06/2025,June,yes,39.5483871,0.025285481,113.1386861,12,10,10,,13,1 x Flower,,2 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,2,NA,4,RR,12/06/2025,June,yes,21.38147567,0.046769457,167.191601,35,16,13,,12,3 x Flower,,7 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,3,NA,1,RR,12/06/2025,June,yes,24.26282051,0.041215324,138.6666667,10,14,6,,13,1 x Bud,,3 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,3,NA,2,RR,12/06/2025,June,yes,26.00877193,0.038448567,161.7021277,8,20,18,,15,None,,3 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,3,NA,3,RR,12/06/2025,June,yes,27.26851852,0.036672326,158.8235294,21,14,15,,15,4 x Flower,,9 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,3,NA,4,RR,12/06/2025,June,yes,23.27272727,0.04296875,201.8348624,15,20,15,,13,None,,3 x Seed head,,,,1,,Reproductive
Hazelrigg,NPK_DIST,1,NA,1,RR,12/06/2025,June,yes,17.87644788,0.055939525,205.5555556,2.5,7,6,,4,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,1,NA,2,RR,12/06/2025,June,yes,24.03508772,0.041605839,161.3207547,13,52,42,,60+,None,,1 x Seed head,,,,1,,Reproductive
Hazelrigg,NPK_DIST,1,NA,3,RR,12/06/2025,June,yes,20.27855153,0.049313187,188.9473684,19,32,19,,21,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,1,NA,4,RR,12/06/2025,June,yes,24.25,0.041237113,149.5327103,12,19,12,,14,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,1,RR,12/06/2025,June,yes,20.65957447,0.048403708,166.0777385,16,20,19,,17,1 x Flower; 1 x Bud,,5 x Seed head,,,,3,,Reproductive
Hazelrigg,NPK_DIST,2,NA,2,RR,12/06/2025,June,yes,28.6039886,0.034960159,140.9638554,11,25,13,,16,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,3,RR,12/06/2025,June,yes,23.26666667,0.042979943,154.109589,10,30,14,,23,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,4,RR,12/06/2025,June,yes,NA,NA,NA,28,20,16,,20,1 x Flower,,10 x Seed head,,,,3,,Reproductive
Hazelrigg,NPK_DIST,3,NA,1,RR,12/06/2025,June,yes,NA,NA,NA,20,30,17,,11,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,3,NA,2,RR,12/06/2025,June,yes,NA,NA,NA,26,30,27,,19,1 x Flower,,13 x Seed head,,,,3,,Reproductive
Hazelrigg,NPK_DIST,3,NA,3,RR,12/06/2025,June,yes,NA,NA,NA,20,23,8,,8,None,,1 x Seed head,,,,1,,Reproductive
Hazelrigg,NPK_DIST,3,NA,4,RR,12/06/2025,June,yes,NA,NA,NA,22,20,10,,3,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,1,NA,1,RR,12/07/2025,July,yes,16.94915254,0.059,215.4158215,18,26,14,,18,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,1,NA,2,RR,12/07/2025,July,yes,28.75,0.034782609,178.9029536,18,22,14,,15,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,1,NA,3,RR,12/07/2025,July,yes,24.03314917,0.041609195,187.5647668,19,28,22,,26,None,,2 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,2,NA,1,RR,12/07/2025,July,yes,23.80681818,0.042004773,181.443299,20,22,20,,28,None,,3 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,2,NA,2,RR,12/07/2025,July,yes,23.90804598,0.041826923,210.9090909,13,30,18,,21,None,,11 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,2,NA,3,RR,12/07/2025,July,yes,15.07972665,0.066314199,252.2988506,9,11,10,,15,None,,2 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,2,NA,4,RR,12/07/2025,July,yes,18.27411168,0.054722222,198.989899,20,25,25,,16,None,,3 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,3,NA,1,RR,12/07/2025,July,yes,24.35233161,0.04106383,182.9383886,17,22,23,,17,None,,None,,,,0,,Non-reproductive
Hazelrigg,DIST,3,NA,2,RR,12/07/2025,July,yes,19.921875,0.050196078,241.509434,14,24,20,,28,1 x Flower,,6 x Seed head,,,,3,,Reproductive
Hazelrigg,DIST,3,NA,3,RR,12/07/2025,July,yes,21.48760331,0.046538462,186.1538462,38,16,17,,13,None,,4 x Seed head,,,,1,,Reproductive
Hazelrigg,DIST,3,NA,4,RR,12/07/2025,July,yes,21.92771084,0.045604396,196.0629921,25,20,10,,11,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,1,NA,1,RR,12/07/2025,July,no,23.35135135,0.042824074,185,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Hazelrigg,NPK_DIST,1,NA,2,RR,12/07/2025,July,yes,20.13468013,0.049665552,202.0408163,19,65,51,,50+,2 x Bud,,1 x Seed head,,,,3,,Reproductive
Hazelrigg,NPK_DIST,1,NA,3,RR,12/07/2025,July,yes,16.37450199,0.06107056,256.122449,27,42,27,,15,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,1,NA,4,RR,12/07/2025,July,yes,17.46666667,0.057251908,208.3333333,17,13,12,,5,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,1,RR,12/07/2025,July,yes,20.97457627,0.047676768,222.6415094,23,30,25,,29,1 x Flower,,None,,,,1,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,2,RR,12/07/2025,July,yes,36.25954198,0.027578947,233.9285714,14,30,10,,18,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,3,RR,12/07/2025,July,yes,23.71308017,0.042170819,178.1954887,24,40,18,,26,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,2,NA,4,RR,12/07/2025,July,yes,NA,NA,NA,17,25,15,,21,None,,8 x Seed head,,,,1,,Reproductive
Hazelrigg,NPK_DIST,3,NA,1,RR,12/07/2025,July,yes,NA,NA,NA,16,22,5,,3,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,3,NA,2,RR,12/07/2025,July,yes,NA,NA,NA,17,36,16,,9,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,3,NA,3,RR,12/07/2025,July,yes,NA,NA,NA,22,12,7,,5,None,,None,,,,0,,Non-reproductive
Hazelrigg,NPK_DIST,3,NA,4,RR,12/07/2025,July,no,NA,NA,NA,Dead,Dead,Dead,,Dead,Dead,,Dead,,,,4,,Non-reproductive
Ainsdale,CONT,1,3,1,MA,15/05/2025,May,yes,15.69230769,0.06372549,295.4545455,16,3,2.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,MA,15/05/2025,May,yes,16.93877551,0.059036145,272.2222222,4.5,1.5,2,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,MA,15/05/2025,May,yes,13.26086957,0.075409836,255.5555556,19,3,3,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,MA,15/05/2025,May,yes,25.18867925,0.039700375,192.7272727,11,3,3,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,3,MA,15/05/2025,May,yes,25.57142857,0.039106145,205.8823529,15,2.5,2.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,3,MA,15/05/2025,May,yes,19.11764706,0.052307692,309.0909091,7,3,2,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,MA,15/05/2025,May,yes,19.27710843,0.051875,237.1428571,9,2,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,1,MA,15/05/2025,May,yes,21.23287671,0.047096774,214.7058824,6,2,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,MA,15/05/2025,May,yes,14.63768116,0.068316832,276,5,3,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,2,MA,15/05/2025,May,yes,19.64912281,0.050892857,219.2307692,17,2,3,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,3,MA,15/05/2025,May,yes,17.31343284,0.057758621,203.030303,11,2.5,3,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,1,MA,15/05/2025,May,yes,14.66666667,0.068181818,225,4,2.5,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,1,MA,15/05/2025,May,yes,18.30508475,0.05462963,226.9230769,2.5,2.5,4,,20,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,2,MA,15/05/2025,May,yes,16.12244898,0.062025316,175,2,3,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,MA,15/05/2025,May,yes,15.58823529,0.064150943,212.5,6,3,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,1,MA,15/05/2025,May,yes,19.80769231,0.050485437,148.5714286,1,3,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,1,MA,15/05/2025,May,yes,18.29787234,0.054651163,188,1.5,3.5,2,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,2,MA,15/05/2025,May,yes,7.181818182,0.139240506,173.6842105,2,2,2,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,2,MA,15/05/2025,May,yes,,,,1.5,2,1,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,1,MA,15/05/2025,May,yes,,,,3,2,2,,8,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,9,1,MA,15/05/2025,May,yes,,,,6,2,2,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,2,MA,15/05/2025,May,yes,,,,9,2,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,9,2,MA,15/05/2025,May,yes,,,,2,2,1,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,13,1,MA,15/05/2025,May,yes,,,,2,1.5,1,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,1,MA,15/05/2025,May,yes,,,,2,2.5,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,2,MA,15/05/2025,May,yes,,,,4.5,4,2.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,1,MA,14/06/2025,June,yes,20.09774436,0.049756828,282.9787234,25,8,4,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,MA,14/06/2025,June,yes,21.53333333,0.046439628,204.5454545,10,3,2.5,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,MA,14/06/2025,June,yes,19.94117647,0.050147493,283.3333333,27,4,4,,20,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,MA,14/06/2025,June,yes,14.72222222,0.067924528,257.1428571,19,4,4,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,3,MA,14/06/2025,June,yes,14.86238532,0.067283951,231.9148936,24,3,3,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,3,MA,14/06/2025,June,yes,11.37254902,0.087931034,237.2093023,11,4,4,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,MA,14/06/2025,June,yes,19.6,0.051020408,215.5172414,12,4,1.5,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,1,MA,14/06/2025,June,yes,17.76119403,0.056302521,223.3333333,16,2,3,,17,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,MA,14/06/2025,June,yes,17.42424242,0.057391304,264,21,3,2,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,2,MA,14/06/2025,June,yes,22.97297297,0.043529412,185,10,3,3,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,3,MA,14/06/2025,June,yes,11.04166667,0.090566038,533.3333333,15,4,2,,18,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,1,MA,14/06/2025,June,yes,23.14285714,0.043209877,184.2105263,7,3,2,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,1,MA,14/06/2025,June,yes,22.06896552,0.0453125,232,2,2,1.5,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,2,MA,14/06/2025,June,yes,21.11111111,0.047368421,120,2.5,3,3,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,MA,14/06/2025,June,yes,24.13793103,0.041428571,223.0769231,8,3,2.5,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,1,MA,14/06/2025,June,yes,18.27586207,0.054716981,156.7567568,3,5,3,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,1,MA,14/06/2025,June,yes,20.4,0.049019608,166.6666667,3,3,2.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,2,MA,14/06/2025,June,yes,18.36734694,0.054444444,233.3333333,4,2,2,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,2,MA,14/06/2025,June,yes,,,,2.5,3,3,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,1,MA,14/06/2025,June,yes,,,,6,4,3,,8,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,9,1,MA,14/06/2025,June,yes,,,,9,4,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,2,MA,14/06/2025,June,yes,,,,4.5,3,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,9,2,MA,14/06/2025,June,yes,,,,2,3,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,13,1,MA,14/06/2025,June,yes,,,,3,2,2,,8,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,1,MA,14/06/2025,June,yes,,,,7,5,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,2,MA,14/06/2025,June,yes,,,,6.5,5,3,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,1,MA,09/07/2025,July,yes,27.87878788,0.035869565,239.1304348,28,4,2,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,MA,09/07/2025,July,yes,25.46296296,0.039272727,291.8918919,13,3,3,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,MA,09/07/2025,July,yes,25.16129032,0.03974359,305.6338028,33,4,2,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,MA,09/07/2025,July,yes,21.83098592,0.045806452,229.0322581,23,6,3,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,3,MA,09/07/2025,July,yes,30.46511628,0.032824427,226.3157895,44,3,2.5,,17,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,3,MA,09/07/2025,July,yes,29.58333333,0.033802817,240,29,4,3,,22,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,MA,09/07/2025,July,yes,17.8358209,0.056066946,268,16,3.5,3.5,,15,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,1,MA,09/07/2025,July,yes,13.92592593,0.071808511,275.5102041,23,4,1.5,,18,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,MA,09/07/2025,July,yes,13.45833333,0.074303406,266.6666667,22,2.5,2.5,,20,1 x NEB,,None,,,,1,,Non-reproductive
Ainsdale,CONT,2,7,2,MA,09/07/2025,July,yes,18.50793651,0.054030875,217.2413793,12,3,3,,20,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,3,MA,09/07/2025,July,yes,16.89312977,0.059195662,238.1818182,22,2,2,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,1,MA,09/07/2025,July,yes,NA,NA,207.4626866,11,2,2,,22,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,1,MA,09/07/2025,July,yes,21.13793103,0.04730832,227.4509804,6.5,2,2,,19,1 x NEB,,None,,,,1,,Non-reproductive
Ainsdale,CONT,3,15,2,MA,09/07/2025,July,yes,18.96703297,0.052723059,202.2222222,8,3,3,,20,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,MA,09/07/2025,July,yes,20.84955752,0.047962649,251.1111111,17,2.5,2.5,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,1,MA,09/07/2025,July,yes,24.03658537,0.041603247,205,8,2.5,2.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,1,MA,09/07/2025,July,yes,21.70967742,0.046062407,213.7931034,14,6.5,3,,22,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,2,2,MA,09/07/2025,July,yes,17.24074074,0.058002148,245.4545455,8,3.5,2.5,,19,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,1,5,2,MA,09/07/2025,July,yes,,,,7,4,3.5,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,1,MA,09/07/2025,July,yes,,,,14,4,4,,18,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,9,1,MA,09/07/2025,July,yes,,,,10,3,3,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,2,10,2,MA,09/07/2025,July,yes,,,,6,4,4,,14,1 x NEB,,None,,,,1,,Non-reproductive
Ainsdale,DIST,2,9,2,MA,09/07/2025,July,yes,,,,7,4.5,4.5,,14,1 x NEB,,None,,,,1,,Non-reproductive
Ainsdale,DIST,3,13,1,MA,09/07/2025,July,yes,,,,9,2,2,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,1,MA,09/07/2025,July,yes,,,,23,5,5,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,DIST,3,14,2,MA,09/07/2025,July,yes,,,,11,3,3,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,1,SR,15/05/2025,May,yes,8.754491018,0.114227086,428.2051282,48,15,NA,,6,5,,6,,,,3,,Reproductive
Ainsdale,CONT,1,6,1,SR,15/05/2025,May,yes,9.192546584,0.108783784,487.8787879,35,25,NA,,9,None,,12,,,,2,,Reproductive
Ainsdale,CONT,1,3,2,SR,15/05/2025,May,yes,10.90196078,0.091726619,382.5,30,5,NA,,1,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,SR,15/05/2025,May,yes,11.25531915,0.088846881,587.5,31,25,NA,,8,None,,5,,,,2,,Reproductive
Ainsdale,CONT,1,3,3,SR,15/05/2025,May,yes,8.602739726,0.116242038,486.6666667,43,10,NA,,3,None,,1,,,,2,,Reproductive
Ainsdale,CONT,1,6,3,SR,15/05/2025,May,yes,9.724137931,0.102836879,446.1538462,35,15,NA,,7,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,SR,15/05/2025,May,yes,9.62,0.103950104,384.6153846,15,15,NA,,13,None,,2,,,,2,,Reproductive
Ainsdale,CONT,2,7,1,SR,15/05/2025,May,yes,9.988505747,0.100115075,543.75,25,40,NA,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,SR,15/05/2025,May,yes,9.703125,0.103059581,457.1428571,23,30,NA,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,2,SR,15/05/2025,May,yes,,,,29,70,NA,,20,None,,1,,,,2,,Reproductive
Ainsdale,CONT,2,12,3,SR,15/05/2025,May,yes,,,,12,15,NA,,15,None,,10,,,,2,,Reproductive
Ainsdale,CONT,2,7,3,SR,15/05/2025,May,yes,,,,23,25,NA,,10,None,,5,,,,2,,Reproductive
Ainsdale,CONT,3,15,1,SR,15/05/2025,May,yes,,,,17,30,NA,,13,None,,2,,,,2,,Reproductive
Ainsdale,CONT,3,18,1,SR,15/05/2025,May,yes,,,,17,15,NA,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,2,SR,15/05/2025,May,yes,,,,32,60,NA,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,SR,15/05/2025,May,yes,,,,16,25,NA,,12,None,,3,,,,2,,Reproductive
Ainsdale,CONT,3,15,3,SR,15/05/2025,May,yes,,,,37,70,NA,,9,None,,3,,,,2,,Reproductive
Ainsdale,CONT,3,18,3,SR,15/05/2025,May,yes,,,,25,30,NA,,10,None,,9,,,,2,,Reproductive
Ainsdale,CONT,1,3,1,SR,14/06/2025,June,yes,8.933333333,0.111940299,625,49,20,NA,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,SR,14/06/2025,June,yes,11.84615385,0.084415584,406.25,36,60,NA,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,SR,14/06/2025,June,yes,7.462686567,0.134,670,33,5,NA,,2,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,SR,14/06/2025,June,yes,6.315789474,0.158333333,760,42,20,NA,,10,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,3,SR,14/06/2025,June,yes,8.082191781,0.123728814,561.5384615,38,10,NA,,4,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,3,SR,14/06/2025,June,yes,9.298245614,0.10754717,475,32,25,NA,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,SR,14/06/2025,June,yes,5.93220339,0.168571429,393.3333333,14,10,NA,,15,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,1,SR,14/06/2025,June,yes,7.941176471,0.125925926,485.7142857,32,30,NA,,17,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,SR,14/06/2025,June,yes,7.252747253,0.137878788,568.75,27,50,NA,,18,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,2,SR,14/06/2025,June,yes,,,,41,60,NA,,21,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,3,SR,14/06/2025,June,yes,,,,16,20,NA,,16,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,3,SR,14/06/2025,June,yes,,,,28,20,NA,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,1,SR,14/06/2025,June,yes,,,,23,30,NA,,29,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,1,SR,14/06/2025,June,yes,,,,22,20,NA,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,2,SR,14/06/2025,June,yes,,,,39,60,NA,,20,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,SR,14/06/2025,June,yes,,,,24,25,NA,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,3,SR,14/06/2025,June,yes,,,,39,60,NA,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,3,SR,14/06/2025,June,yes,,,,26,40,NA,,21,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,1,SR,09/07/2025,July,yes,9.086206897,0.110056926,725,57,10,NA,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,SR,09/07/2025,July,yes,9.457364341,0.105737705,586.3636364,58,80,NA,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,SR,09/07/2025,July,yes,8.271428571,0.1208981,500,40,10,NA,,4,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,SR,09/07/2025,July,yes,11.17307692,0.089500861,520,38,5,NA,,6,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,3,SR,09/07/2025,July,yes,11.8627451,0.084297521,392.3076923,32,35,NA,,2,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,3,SR,09/07/2025,July,yes,9.979591837,0.100204499,376.9230769,38,15,NA,,11,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,1,SR,09/07/2025,July,yes,9.402298851,0.106356968,483.3333333,20,35,NA,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,1,SR,09/07/2025,July,yes,8.369230769,0.119485294,541.6666667,28,15,NA,,13,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,2,SR,09/07/2025,July,yes,8.841584158,0.113101904,561.1111111,23,35,NA,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,2,SR,09/07/2025,July,yes,,,,35,50,NA,,21,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,12,3,SR,09/07/2025,July,yes,,,,17,25,NA,,15,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,2,7,3,SR,09/07/2025,July,yes,,,,29,30,NA,,9,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,1,SR,09/07/2025,July,yes,,,,25,40,NA,,27,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,1,SR,09/07/2025,July,yes,,,,20,15,NA,,12,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,2,SR,09/07/2025,July,yes,,,,36,50,NA,,18,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,2,SR,09/07/2025,July,yes,,,,21,15,NA,,6,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,15,3,SR,09/07/2025,July,yes,,,,32,60,NA,,15,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,3,18,3,SR,09/07/2025,July,yes,,,,29,30,NA,,14,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,1,PD,15/05/2025,May,yes,30,0.033333333,144,3.5,4,2.5,,5,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,1,PD,15/05/2025,May,yes,26.41025641,0.037864078,167.1428571,3,4,2,,6,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,3,2,PD,15/05/2025,May,yes,22.47191011,0.0445,185.4166667,4,2.5,1,,6,None,,None,,,,0,,Non-reproductive
Ainsdale,CONT,1,6,2,PD,15/05/2025,May,yes,27.14285714,0.036842105,125.6410256,2.5,3,3,,5,None,,None,,,,0,,Non-reproductive
